0; 1 2 8 0 3 7 4 9 6 10 5 ; 8 3 7 0 2 9 10 5 6 4 1 
1; 9 8 6 5 3 4 7 0 1 10 2 ; 6 3 4 5 8 0 10 2 1 7 9 
2; 0 7 9 10 1 6 4 3 5 8 2 ; 9 1 6 10 7 3 8 2 5 4 0 
3; 8 7 10 9 4 3 1 6 5 2 0 ; 10 4 3 9 7 6 2 0 5 1 8 
4; 10 8 3 4 1 9 0 2 6 5 7 ; 3 1 9 4 8 2 5 7 6 0 10 
5; 9 2 8 5 6 1 10 0 3 7 4 ; 8 6 1 5 2 0 7 4 3 10 9 
6; 3 6 11 5 7 1 8 9 4 0 10 2 ; 5 7 11 6 8 0 10 4 2 9 1 3 
7; 8 5 10 6 1 9 11 7 3 2 0 4 ; 6 1 10 5 11 2 0 3 4 7 9 8 
8; 6 1 7 9 8 4 3 10 2 0 11 5 ; 9 8 7 1 3 0 11 2 5 10 4 6 
9; 8 3 10 4 11 1 2 9 0 5 6 7 ; 4 11 10 3 2 5 6 0 7 9 1 8 
10; 1 3 6 9 0 10 2 4 7 8 11 5 ; 9 0 6 3 2 8 11 7 5 4 10 1 
11; 5 2 11 3 4 10 6 1 7 8 9 0 ; 3 4 11 2 6 8 9 7 0 1 10 5 
12; 9 2 7 4 8 10 0 6 1 3 5 ; 4 10 0 8 7 6 2 3 5 1 9 
13; 2 5 6 7 9 3 8 10 4 1 0 ; 7 3 8 9 6 10 5 1 0 4 2 
14; 8 1 5 0 7 4 3 10 6 2 9 ; 0 4 3 7 5 10 1 2 9 6 8 
15; 5 1 7 10 2 9 6 4 8 3 0 ; 10 9 6 2 7 4 1 3 0 8 5 
16; 9 7 3 2 10 8 5 0 6 4 1 ; 2 8 5 10 3 0 7 4 1 6 9 
17; 1 9 3 2 10 0 5 4 7 6 8 ; 2 0 5 10 3 4 9 6 8 7 1 
18; 3 1 9 8 2 4 7 10 5 0 6 ; 9 4 7 2 10 8 1 0 6 5 3 
19; 7 3 9 5 6 10 8 0 2 1 4 ; 9 10 8 6 0 5 3 1 4 2 7 
20; 3 5 10 9 0 6 1 4 2 7 8 ; 10 6 1 0 4 9 5 7 8 2 3 
21; 5 8 4 0 9 7 3 6 1 2 10 ; 4 7 3 9 6 0 8 2 10 1 5 
22; 10 7 1 9 0 4 6 8 2 5 3 ; 1 4 6 0 8 9 7 5 3 2 10 
23; 0 2 7 4 5 9 6 3 8 10 1 ; 7 9 6 5 3 4 2 10 1 8 0 
